model,sev_base,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ens,0.000000,0.000161,-0.001539,-0.000514,-0.020175,-0.000266,0.020048,-0.010139,-0.000978,-0.062688,0.029172,0.016619,0.008442,0.004541,0.037295,-0.006123,-0.004453,0.008825,-0.062688,0.000000,0.000000,0.000000
pes_ens_sprb,0.000000,0.031695,0.004677,0.012290,-0.028100,0.013161,0.020124,-0.019615,0.035233,0.053779,0.014437,0.021484,0.005178,0.004166,0.036402,-0.011241,-0.006485,0.047455,0.014147,0.000000,0.000000,0.000000
pes_ens_accq,0.000000,0.030102,0.006630,0.014574,-0.027547,0.017108,0.015872,-0.012577,0.035506,0.055161,0.014468,0.021880,0.002169,0.004736,0.034512,-0.010452,0.001415,0.052055,0.017125,0.000000,0.000000,0.000000
pes_ens_consensus,0.000000,0.014923,-0.006231,-0.000982,-0.058311,-0.001051,0.001692,-0.057334,-0.000189,-0.045778,-0.072134,0.036654,-0.001183,-0.013937,0.063445,-0.028417,-0.098385,0.011541,-0.063680,0.000000,0.000000,0.000000
pes_ens_consensus_prior,0.000000,0.005975,-0.003363,0.011091,-0.032170,0.002942,0.018700,-0.027870,-0.002440,-0.039822,-0.015619,0.031025,0.004467,0.002273,0.046187,-0.011565,-0.047081,0.008984,-0.051575,0.000000,0.000000,0.000000
pes_ens_trf_guard,0.000000,0.005252,0.008805,0.006550,-0.021334,-0.001506,0.021279,-0.014797,0.003361,-0.067781,-0.007802,0.047368,0.010733,-0.005506,0.066567,-0.002580,-0.041584,0.006408,-0.068998,0.000000,0.000000,0.000000
