model,sev_base,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ens,,-0.003925,0.039519,0.013705,0.721843,0.006821,-0.388757,0.298957,0.024792,2.517779,-0.563856,-0.492439,-0.230143,-0.118889,-1.066182,0.219692,0.094146,-0.187556,2.517779,0.000000,0.000000,0.000000
pes_ens_sprb,,-0.422532,-0.075718,-0.231688,0.676397,-0.202181,-0.272715,0.434560,-0.360144,-0.624525,-0.272176,-0.557117,-0.115249,-0.094941,-0.892693,0.314047,0.078253,-0.525199,-0.214766,0.000000,0.000000,0.000000
pes_ens_accq,,-0.403535,-0.106989,-0.275374,0.665915,-0.258551,-0.226206,0.241342,-0.361438,-0.637903,-0.274646,-0.571559,-0.049949,-0.107250,-0.794808,0.290113,-0.016048,-0.596473,-0.254242,0.000000,0.000000,0.000000
pes_ens_consensus,,-0.198323,0.082444,0.014947,1.169569,0.014751,-0.022141,1.167892,0.002510,0.966751,1.509526,-0.669752,0.017957,0.214108,-1.119321,0.538410,2.088974,-0.143094,1.377957,0.000000,0.000000,0.000000
pes_ens_consensus_prior,,-0.128593,0.060065,-0.244767,0.941570,-0.058093,-0.282273,0.770108,0.048854,1.313173,0.310764,-0.958072,-0.101998,-0.054510,-1.144559,0.354236,1.038158,-0.173326,1.756459,0.000000,0.000000,0.000000
pes_ens_trf_guard,,-0.101877,-0.148058,-0.133019,0.582178,0.030783,-0.365600,0.374833,-0.066872,2.052197,0.140175,-1.114638,-0.223686,0.117076,-1.412532,0.070554,0.950291,-0.110938,2.102637,0.000000,0.000000,0.000000
