model,sev_base,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ens,0.786100,0.759400,0.826600,0.804900,0.899500,0.812700,0.571400,0.826000,0.824200,1.000000,0.786100,0.851000,0.840400,0.840400,0.831500,0.898500,0.714300,0.678200,1.000000,0.786100,0.786100,0.786100
pes_ens_sprb,0.776788,0.550498,0.696669,0.625866,0.818448,0.617704,0.571429,0.766746,0.427088,0.688144,0.780202,0.844478,0.815871,0.832346,0.802685,0.879569,0.285714,0.441632,0.780135,0.776788,0.776788,0.776788
pes_ens_accq,0.776788,0.550498,0.696669,0.625866,0.818448,0.617704,0.571429,0.674732,0.427088,0.688144,0.780202,0.842928,0.835099,0.803175,0.735370,0.878532,0.285714,0.441632,0.780135,0.776788,0.776788,0.776788
pes_ens_consensus,0.684205,0.538539,0.488939,0.708611,0.849078,0.611399,0.523819,0.878395,0.583165,0.903635,0.929218,0.805558,0.720452,0.711588,0.709076,0.788431,0.930151,0.364031,0.935311,0.684205,0.684205,0.684205
pes_ens_consensus_prior,0.799500,0.759416,0.748833,0.790432,0.852865,0.779783,0.571429,0.833422,0.688483,0.935567,0.833422,0.851016,0.807507,0.806393,0.759182,0.877990,0.843174,0.655659,0.966106,0.799500,0.799500,0.799500
pes_ens_trf_guard,0.786056,0.735389,0.754019,0.779721,0.886669,0.765507,0.654654,0.812666,0.762968,0.974227,0.786056,0.819251,0.810211,0.790214,0.723601,0.858133,0.862132,0.568107,0.986442,0.786056,0.786056,0.786056
