model,sev_base,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ens,0.937312,0.937152,0.938852,0.937827,0.957488,0.937578,0.917264,0.947452,0.938291,1.000000,0.908141,0.920694,0.928870,0.932772,0.900017,0.943436,0.941766,0.928487,1.000000,0.937312,0.937312,0.937312
pes_ens_sprb,0.914202,0.882507,0.909525,0.901912,0.942302,0.901041,0.894078,0.933817,0.878969,0.860423,0.899765,0.892718,0.909024,0.910036,0.877800,0.925442,0.920687,0.866747,0.900054,0.914202,0.914202,0.914202
pes_ens_accq,0.914233,0.884131,0.907603,0.899659,0.941780,0.897125,0.898361,0.926810,0.878727,0.859072,0.899765,0.892353,0.912064,0.909498,0.879721,0.924685,0.912818,0.862178,0.897108,0.914233,0.914233,0.914233
pes_ens_consensus,0.889317,0.874394,0.895548,0.890299,0.947629,0.890369,0.887625,0.946652,0.889506,0.935095,0.961452,0.852663,0.890500,0.903254,0.825873,0.917734,0.987703,0.877776,0.952997,0.889317,0.889317,0.889317
pes_ens_consensus_prior,0.916863,0.910888,0.920227,0.905772,0.949034,0.913922,0.898163,0.944733,0.919303,0.956685,0.932482,0.885838,0.912396,0.914590,0.870676,0.928428,0.963945,0.907879,0.968438,0.916863,0.916863,0.916863
pes_ens_trf_guard,0.927910,0.922658,0.919105,0.921360,0.949244,0.929416,0.906631,0.942707,0.924549,0.995691,0.935712,0.880542,0.917177,0.933416,0.861343,0.930490,0.969494,0.921502,0.996909,0.927910,0.927910,0.927910
