#InitialSeverity, Response, Confidence, PressEvent_seconds, ReleaseEvent_seconds
             2.0,        7, 0.039743953323791825,                5.0,                  5.0
             3.0,        0,         -1,                0.0,                  0.0
             5.0,        0,         -1,                0.0,                  0.0
             7.0,        0,         -1,                0.0,                  0.0
             3.0,        1, 0.5418282394614383,                0.0,                  0.0
             3.0,        0,         -1,                0.0,                  0.0
             0.0,        5, 0.06143403815416834,                5.0,                  5.0
             4.0,        7, 0.07057797244918954,                5.0,                  5.0
             2.0,        6, 0.055940440725561626, 3.0856747536203155,                  5.0
             3.0,       10, 0.06828871506161789,                5.0,                  5.0
             3.0,        1, 0.5418282050002402,                0.0,                  0.0
