model,sev_empirical,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ql,0.681200,0.465000,0.564900,0.575200,0.734800,0.530300,0.514000,0.769100,0.538700,0.730400,0.794800,0.752900,0.712000,0.692000,0.697400,0.752300,0.168100,0.420600,0.802700,0.681200,0.681200,0.681200
pes_dql,0.776800,0.492200,0.607700,0.654400,0.630900,0.580600,0.573900,0.797400,0.632700,0.744300,0.831400,0.810500,0.810200,0.801300,0.738900,0.788400,0.428600,0.508900,0.824500,0.776800,0.776800,0.776800
pes_dqn,0.720900,0.681500,0.634200,0.742600,0.843800,0.599600,0.668400,0.843800,0.614400,0.843800,0.843800,0.819300,0.749000,0.743700,0.711600,0.811700,0.930200,0.472200,0.917800,0.720900,0.720900,0.720900
pes_rdqn,0.772500,0.330500,0.696700,0.587200,0.699300,0.543100,0.571400,0.674700,0.427100,0.688100,0.772500,0.844500,0.772500,0.757800,0.821100,0.880000,0.285700,0.441600,0.780100,0.772500,0.772500,0.772500
pes_a2c,0.684200,0.440100,0.488900,0.708600,0.849100,0.532500,0.523800,0.878400,0.583200,0.900000,0.900000,0.805600,0.720500,0.711600,0.709100,0.788400,0.930200,0.364000,0.947400,0.684200,0.684200,0.684200
pes_trf,0.786100,0.735400,0.754000,0.779700,0.886700,0.765500,0.654700,0.812700,0.763000,0.974200,0.786100,0.819300,0.810200,0.803200,0.735400,0.858100,0.862100,0.545600,0.986400,0.786100,0.786100,0.786100
pes_ens,0.786100,0.759400,0.826600,0.804900,0.899500,0.812700,0.571400,0.826000,0.824200,1.000000,0.786100,0.851000,0.840400,0.840400,0.831500,0.898500,0.714300,0.678200,1.000000,0.786100,0.786100,0.786100
