model,sev_empirical,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ql,,-2.195366,-0.279013,-0.235064,-1.623506,-2.109512,-1.473229,-2.212905,-0.985258,-24.538974,-6.235577,-2.105476,-0.884704,-0.310575,-5.128991,-0.930662,-2.087687,-1.866129,-14.522286,0.000000,0.000000,-0.000000
pes_dql,,-3.310447,-0.229816,-0.351681,-1.263216,-3.714260,-2.501286,-2.855335,-2.723146,-28.687833,-2.595373,-1.686848,-0.063720,-0.853555,-8.750925,-2.446804,-0.666518,-5.834440,-16.027251,0.000000,0.000000,0.000000
pes_dqn,,-1.124622,-0.051156,-0.049609,-4.430307,-0.455883,-0.578463,-5.261164,-0.721092,-0.218928,-4.501930,-3.966378,-0.254503,-0.406947,-6.801671,-5.606770,-20.030201,-1.691473,-3.398299,0.000000,0.000000,-0.000000
pes_rdqn,,-1.218182,-0.265247,-0.436845,-3.172295,-0.717754,-0.276544,-2.215355,-1.321036,-4.492769,-2.206306,-0.115944,-0.160318,-0.210112,-0.658720,-4.674386,-0.097385,-2.946137,-1.882152,0.000000,0.000000,-0.000000
pes_a2c,,-1.130841,-1.039341,-0.044616,-7.663590,-0.332433,-1.251632,-8.332406,-0.527388,-5.635759,-11.654727,-4.143368,-0.124361,-0.428978,-7.495779,-3.413670,-18.467732,-1.109365,-9.942697,0.000000,0.000000,0.000000
pes_trf,,-0.196329,-0.664138,-0.372281,-3.076461,-0.082952,-1.483708,-1.487338,-0.072303,-17.233159,-0.412291,-10.467044,-0.682747,-0.327198,-13.058466,-0.196978,-6.654431,-0.279633,-17.534746,0.000000,0.000000,0.000000
pes_ens,,-0.007746,-0.084347,-0.027645,-4.029538,-0.013549,-1.519728,-1.030145,-0.051246,-20.639845,-2.717970,-2.209403,-0.709198,-0.298864,-7.774656,-0.663381,-0.225149,-0.535927,-20.639845,0.000000,0.000000,0.000000
