model,sev_empirical,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ql,,-0.492665,0.112448,-0.097569,0.404681,-0.480773,-0.380680,0.493139,-0.290281,-2.711040,0.931128,-0.477742,-0.269141,-0.122647,-0.826564,0.278815,0.478278,-0.444248,-1.831618,0.000000,0.000000,0.000000
pes_dql,,-0.641157,-0.095780,-0.135523,0.343373,-0.685968,-0.534618,0.577747,-0.565552,-2.869023,0.544581,-0.414714,0.030446,0.262476,-1.148867,0.524932,0.220482,-0.916045,-1.991472,0.000000,0.000000,0.000000
pes_dqn,,-0.317457,0.024756,0.024039,0.759166,-0.165868,-0.198507,0.842914,-0.233091,-0.092008,0.763624,-0.710130,-0.104222,0.151914,-0.982310,0.878414,2.277520,-0.416168,0.661122,0.000000,0.000000,-0.000000
pes_rdqn,,-0.336224,0.107886,-0.160556,0.616925,-0.232560,-0.111667,0.493621,-0.355453,-0.775936,-0.492819,0.052827,-0.070352,-0.088773,-0.218328,0.791192,-0.045127,-0.596669,-0.446447,0.000000,0.000000,-0.000000
pes_a2c,,-0.318979,-0.301321,-0.021730,1.091264,-0.129559,-0.341577,1.150015,-0.185300,0.908925,1.455046,-0.730050,-0.056218,0.158245,-1.044274,0.648045,2.150238,-0.314871,1.363167,0.000000,0.000000,0.000000
pes_trf,,-0.083803,-0.219708,-0.141697,0.609918,0.038915,-0.382122,0.382591,-0.034263,2.084478,0.153512,-1.298153,-0.223924,0.127884,-1.481898,0.084097,0.969422,-0.112665,2.135719,0.000000,0.000000,0.000000
pes_ens,,-0.003925,0.039519,0.013705,0.721843,0.006821,-0.388757,0.298957,0.024792,2.517779,-0.563856,-0.492439,-0.230143,-0.118889,-1.066182,0.219692,0.094146,-0.187556,2.517779,0.000000,0.000000,0.000000
