model,sev_empirical,sev_uniform,sev_gauss_low,sev_gauss_mid,sev_gauss_high,sev_weibull,sev_beta_lowskew,sev_beta_highskew,sev_bimodal,sev_extrapolate_high,len_all_short,len_all_long,len_geometric,len_poisson,len_extrapolate_long,joint_high_long,joint_low_short,joint_uniform_geom,joint_extrap_both,struct_few_long_blocks,struct_many_short_blocks,struct_more_total
pes_ql,,0.006377,0.526002,0.582017,0.023795,0.007771,0.033633,0.006125,0.103453,0.000000,0.000001,0.007844,0.130406,0.489130,0.000007,0.117311,0.008172,0.013610,0.000000,1.000000,1.000000,1.000000
pes_dql,,0.000489,0.589093,0.444958,0.054549,0.000193,0.003153,0.001395,0.001892,0.000000,0.002539,0.020566,0.863536,0.140102,0.000000,0.003574,0.215517,0.000001,0.000000,1.000000,1.000000,1.000000
pes_dqn,,0.075055,0.888882,0.892053,0.000037,0.350040,0.263959,0.000005,0.190067,0.604049,0.000031,0.000108,0.556541,0.391790,0.000000,0.000002,0.000000,0.020348,0.000400,1.000000,1.000000,1.000000
pes_rdqn,,0.060509,0.542941,0.365725,0.000673,0.191534,0.529001,0.006090,0.047749,0.000032,0.006219,0.765695,0.691324,0.616435,0.219422,0.000021,0.799125,0.001132,0.013117,1.000000,1.000000,1.000000
pes_a2c,,0.073988,0.091340,0.902368,0.000000,0.465123,0.056023,0.000000,0.296901,0.000002,0.000000,0.000072,0.750998,0.372410,0.000000,0.000386,0.000000,0.077738,0.000000,1.000000,1.000000,1.000000
pes_trf,,0.636314,0.216702,0.424345,0.000839,0.826128,0.032832,0.032558,0.846636,0.000000,0.386998,0.000000,0.207612,0.470762,0.000000,0.635364,0.000000,0.525252,0.000000,1.000000,1.000000,1.000000
pes_ens,,0.982322,0.823480,0.938329,0.000093,0.969283,0.030218,0.093294,0.888698,0.000000,0.001914,0.006174,0.195345,0.502499,0.000000,0.217080,0.595457,0.291121,0.000000,1.000000,1.000000,1.000000
